"OBJECTID","POLY_ID","LAND_AREA","WATER_AREA","FRESH_AREA","OCEAN_AREA","TOTAL_AREA"
738,32024,48313,89792,1737,88055,138105
739,32025,196046,0,0,0,196046
740,32026,63094,11254,153,11101,74348
741,32027,146739,92983,91,92892,239722
742,32028,5661,61454,0,61454,67115
743,32029,263211,15320,931,14389,278531
744,32030,66114,53639,1149,52490,119753
745,32031,10956,517,517,0,11473
746,32032,36292,4387,2083,2304,40679
747,32033,30044,24257,443,23814,54301
748,32034,7200,747,198,549,7947
749,32035,14441,1876,175,1701,16317
750,32036,44709,133,133,0,44842
751,32037,52961,415408,291,415117,468369
752,32038,19407,0,0,0,19407
753,32039,537944,1653659,1677,1651982,2191603
754,32040,31339,20545,259,20286,51884
755,32041,46876,10824,114,10710,57700
756,32042,105685,70,70,0,105755
757,32043,25909,0,0,0,25909
758,32044,12615,4225,264,3961,16840
759,32045,21372,92023,0,92023,113395
760,32046,20792,5975,1510,4465,26767
761,32047,12996,6319,224,6095,19315
762,32048,2508,2671,2671,0,5179
763,32049,822,94,94,0,916
764,32050,9483,1769,1210,559,11252
765,32051,-1,30578,9195,21383,30577
766,32052,34394,5279,1111,4168,39673
767,32053,0,7316,2172,5144,7316
768,32054,62209,44557,330,44227,106766
769,32055,52908,54761,0,54761,107669
770,32056,92605,175278,3138,172140,267883
771,32057,3792,3998,379,3619,7790
772,32058,4273,0,0,0,4273
773,32059,19230,281881,328,281553,301111
774,32060,12193,238,139,99,12431
775,32061,23052,345315,0,345315,368367
776,32062,8710,164806,0,164806,173516
777,32063,64176,872896,1065,871831,937072
778,33001,33535,360801,330,360471,394336
779,33002,17609,23485,0,23485,41094
780,33003,74966,1105,107,998,76071
781,33004,128617,0,0,0,128617
782,33005,153269,215820,735,215085,369089
783,33006,86397,12438,61,12377,98835
784,33007,50058,19739,686,19053,69797
785,33008,12864,8243,730,7513,21107
786,33009,141312,10291,1262,9029,151603
787,33010,9431,6080,513,5567,15511
788,33011,6868,87,87,0,6955
789,33012,34952,52,52,0,35004
790,33013,30130,99369,162,99207,129499
791,33014,15337,10699,196,10503,26036
792,33015,24644,52075,573,51502,76719
793,33016,13077,4500,759,3741,17577
794,33017,48222,170761,1399,169362,218983
795,33018,90813,308342,0,308342,399155
796,34001,99268,271,192,79,99539
797,34002,25000,12085,372,11713,37085
798,34003,315311,57103,48,57055,372414
799,34004,5583,0,0,0,5583
800,34005,60062,0,0,0,60062
801,34006,674,22750,0,22750,23424
802,34007,5781,41429,0,41429,47210
803,34008,275243,3516,3253,263,278759
804,34009,172366,3812,1006,2806,176178
805,34010,24833,157966,2433,155533,182799
806,34011,16065,0,0,0,16065
807,34012,634,7510,0,7510,8144
808,34013,7304,84326,0,84326,91630
809,34014,22690,0,0,0,22690
810,34015,70636,256374,2726,253648,327010
811,34016,8788,0,0,0,8788
812,34017,7082,0,0,0,7082
813,34018,213413,82,82,0,213495
814,34019,10226,75872,0,75872,86098
815,34020,1114,1108,0,1108,2222
816,34021,88718,91605,3833,87772,180323
817,34022,6271,0,0,0,6271
818,34023,74069,2466,1261,1205,76535
819,34024,26881,0,0,0,26881
820,34025,83329,128810,1295,127515,212139
821,34026,203582,193168,3068,190100,396750
822,34027,14052,2797,0,2797,16849
823,34028,6099,0,0,0,6099
824,34029,16096,0,0,0,16096
825,34030,55224,44392,1019,43373,99616
826,34031,14241,0,0,0,14241
827,34032,43644,205216,2513,202703,248860
828,34033,20076,27683,534,27149,47759
829,34034,6550,5878,0,5878,12428
830,34035,14470,51822,0,51822,66292
831,34036,80653,215,0,215,80868
832,34037,13101,2252,1365,887,15353
833,34038,11845,2169,0,2169,14014
834,34039,37831,172844,1666,171178,210675
835,34040,29037,88775,1991,86784,117812
836,34041,3765,2942,0,2942,6707
837,34042,20265,13590,596,12994,33855
838,34043,1710,9906,0,9906,11616
839,34044,52180,86221,2193,84028,138401
840,34045,2076,7587,0,7587,9663
841,35001,41117,3243,840,2403,44360
842,35002,268358,42739,5057,37682,311097
843,35003,21512,0,0,0,21512
844,35004,139978,313976,3889,310087,453954
845,35005,37758,11656,0,11656,49414
846,35006,15269,64590,1086,63504,79859
847,35007,5987,0,0,0,5987
848,35008,1885,215,215,0,2100
849,35009,132880,26520,3373,23147,159400
850,35010,178338,97601,1521,96080,275939
851,35011,54848,0,0,0,54848
852,35012,13855,88854,0,88854,102709
853,35013,16720,2828,228,2600,19548
854,35014,93296,94375,1212,93163,187671
855,35015,15624,96681,1262,95419,112305
856,35016,33208,80294,1494,78800,113502
857,35017,154980,520076,2661,517415,675056
858,35018,347979,469232,2432,466800,817211
859,35019,83542,157993,0,157993,241535
860,35020,17116,286291,1484,284807,303407
861,35021,391244,497983,1505,496478,889227
862,35022,15211,1354,1354,0,16565
863,35023,6740,5340,0,5340,12080
864,35024,73286,44703,162,44541,117989
865,35025,1193,4531,0,4531,5724
866,35026,100462,88684,624,88060,189146
867,35027,432460,910,910,0,433370
868,35028,36343,109509,953,108556,145852
869,35029,220726,33421,1922,31499,254147
870,35030,7610,8179,0,8179,15789
871,35031,563055,1054,1054,0,564109
872,35032,123186,27943,3110,24833,151129
873,35033,40377,0,0,0,40377
874,35034,14591,33478,166,33312,48069
875,35035,33515,114,114,0,33629
876,36001,165159,77842,3153,74689,243001
877,36002,61701,152681,0,152681,214382
878,36003,26367,39349,2571,36778,65716
879,36004,368935,305,305,0,369240
880,36005,140171,4463,2849,1614,144634
881,36006,55481,20246,197,20049,75727
882,36007,89106,186350,2587,183763,275456
883,36008,15544,0,0,0,15544
884,37001,36790,252756,1606,251150,289546
885,37002,289438,80739,1958,78781,370177
886,37003,249964,225418,1338,224080,475382
887,37004,219735,147811,1235,146576,367546
888,37005,101206,2463,2463,0,103669
889,37006,12882,2488,11,2477,15370
890,37007,45724,112094,436,111658,157818
891,37008,74851,153449,826,152623,228300
892,37009,156457,219499,7449,212050,375956
893,37010,40555,122214,482,121732,162769
894,37011,26309,45335,246,45089,71644
895,37012,8070,3499,3499,0,11569
896,37013,9092,0,0,0,9092
897,37014,32787,149,149,0,32936
898,38001,585324,185622,0,185622,770946
899,38002,144133,0,0,0,144133
900,38003,14405,82035,155,81880,96440
901,38004,108903,179113,853,178260,288016
902,38005,18488,0,0,0,18488
903,38006,32436,0,0,0,32436
904,38007,25375,0,0,0,25375
905,38008,23884,28867,0,28867,52751
906,38009,35434,137996,148,137848,173430
907,39001,359154,717,717,0,359871
908,39002,86593,495,495,0,87088
909,39003,481227,29487,27864,1623,510714
910,40001,63582,83752,147,83605,147334
911,40002,9937,98247,0,98247,108184
912,40003,289,952,0,952,1241
913,40004,1216,102115,0,102115,103331
914,40005,1329,2302,0,2302,3631
915,40006,46375,14055,0,14055,60430
916,40007,4162,27888,0,27888,32050
917,40008,472745,477696,9238,468458,950441
918,40009,70642,20134,5013,15121,90776
919,40010,10472,12546,11304,1242,23018
920,40011,44236,105087,8694,96393,149323
921,40012,6697,4267,2892,1375,10964
922,40013,211865,83292,1934,81358,295157
923,40014,52379,707935,4787,703148,760314
924,40015,66548,1080,1080,0,67628
925,41001,85667,1419088,3321,1415767,1504755
926,41002,26237,335915,228,335687,362152
927,41003,58124,3375,173,3202,61499
928,41004,275384,516,516,0,275900
929,41005,62037,201,201,0,62238
930,41006,415402,1479,1479,0,416881
931,41007,40279,703,703,0,40982
932,41008,267636,1318,1318,0,268954
933,41009,274568,3962,3962,0,278530
934,41010,5158,2133,2133,0,7291
935,41011,196624,884,884,0,197508
936,41012,10872,0,0,0,10872
937,41013,217739,702,702,0,218441
938,42001,91358,107571,1275,106296,198929
939,42002,8872,183468,0,183468,192340
940,42003,952275,307368,1446,305922,1259643
941,42004,101257,9398,2068,7330,110655
942,43001,356340,3149,3149,0,359489
943,43002,272645,2825,2825,0,275470
944,44001,666443,6021,6021,0,672464
945,44002,76602,1176,1176,0,77778
946,44003,15669,0,0,0,15669
947,44004,18820,167,167,0,18987
948,44005,187747,1060,103,957,188807
949,44006,31996,2,2,0,31998
950,44007,22564,49509,2276,47233,72073
951,44008,21066,20595,0,20595,41661
952,45001,85598,589730,5445,584285,675328
953,45002,15125,258777,61,258716,273902
954,46001,51791,73103,344,72759,124894
955,46002,19200,26669,1404,25265,45869
956,46003,200951,312875,4198,308677,513826
957,46004,30728,69210,302,68908,99938
958,46005,195220,10473,10473,0,205693
959,46006,66997,1259801,260,1259541,1326798
960,46007,101119,4399,4399,0,105518
961,46008,32547,22442,288,22154,54989
962,46009,112895,840638,7146,833492,953533
963,46010,31133,211562,124,211438,242695
964,46011,161386,72004,6287,65717,233390
965,46012,371691,442597,49336,393261,814288
966,46013,57845,735497,827,734670,793342
967,46014,778,2248,0,2248,3026
968,46015,1735,3023,0,3023,4758
969,46016,100216,88269,15273,72996,188485
970,46017,64811,3092,3092,0,67903
971,46018,16943,1286,1286,0,18229
972,46019,1112,2926,0,2926,4038
973,46020,12120,55547,1107,54440,67667
974,46021,757,2384,0,2384,3141
975,46022,5665,93945,0,93945,99610
976,46023,5861,43922,0,43922,49783
977,46024,1682,18380,0,18380,20062
978,46025,3426,21731,0,21731,25157
979,46026,286248,297072,4835,292237,583320
980,46027,215042,513818,2266,511552,728860
981,46028,55867,3070,3070,0,58937
982,46029,2646,29529,194,29335,32175
983,46030,126135,438525,2458,436067,564660
984,46031,1360,13656,0,13656,15016
985,46032,7502,9810,0,9810,17312
986,46033,124387,26801,9806,16995,151188
987,47001,476367,35663,15738,19925,512030
988,48001,150164,8062,8062,0,158226
989,48002,200737,4299,4299,0,205036
990,48003,128135,2128,2128,0,130263
991,48004,108409,483,483,0,108892
992,48005,392457,47978,29461,18517,440435
993,48006,43852,1638,1638,0,45490
994,48007,76026,1660,1660,0,77686
995,48008,316427,507856,29724,478132,824283
996,48009,225662,329567,5151,324416,555229
997,48010,1591,4967,0,4967,6558
998,48011,464238,628527,87904,540623,1092765
999,48012,1626,5993,0,5993,7619
1000,48013,638434,1417593,59395,1358198,2056027
1001,48014,2163,7887,0,7887,10050
1002,48015,54793,8314,7740,574,63107
1003,48016,589,5196,0,5196,5785
1004,48017,244880,378297,7750,370547,623177
1005,48018,1155,2291,0,2291,3446
1006,48019,3667,4065,0,4065,7732
1007,48020,10091,7105,373,6732,17196
1008,48021,1281,14625,0,14625,15906
1009,48022,7859,7419,400,7019,15278
1010,48023,1726,2335,0,2335,4061
1011,48024,42352,33909,390,33519,76261
1012,48025,3917,49803,0,49803,53720
1013,48026,2513,13323,0,13323,15836
1014,48027,3408,9333,0,9333,12741
1015,49001,629186,92454,92454,0,721640
1016,49002,559659,132609,131120,1489,692268
1017,49003,170534,37467,37467,0,208001
1018,50001,681255,132123,132017,106,813378
1019,51001,84707,365919,12964,352955,450626
1020,51002,130804,225733,11242,214491,356537
1021,51003,156590,72164,13858,58306,228754
1022,51004,1651,15455,0,15455,17106
1023,51005,2534,5534,0,5534,8068
1024,51006,407870,13157,13157,0,421027
1025,51007,105516,3703,3703,0,109219
1026,51008,132343,712,712,0,133055
1027,51009,48512,6275,6275,0,54787
1028,52001,337577,62227,18174,44053,399804
1029,52002,3019,5784,0,5784,8803
1030,52003,828,722,241,481,1550
1031,52004,65568,2593,2593,0,68161
1032,52005,677206,5265,5265,0,682471
1033,52006,13723,132,132,0,13855
1034,52007,88926,483,483,0,89409
1035,53001,2638963,4185456,433072,3752384,6824419
1036,53002,150320,141637,1563,140074,291957
1037,53003,9905,12237,59,12178,22142
1038,53004,271771,112471,25788,86683,384242
1039,53005,91498,1130013,4981,1125032,1221511
1040,53006,210646,57238,57238,0,267884
1041,53007,128706,22951,22951,0,151657
1042,53008,50347,2120,2120,0,52467
1043,53009,3099,5769,94,5675,8868
1044,53010,12135,7048,595,6453,19183
1045,53011,146931,36183,36183,0,183114
1046,54001,168833,112413,7403,105010,281246
1047,54002,148425,309788,1601,308187,458213
1048,54003,305909,519633,4190,515443,825542
1049,54004,277435,46126,46126,0,323561
1050,54005,18089,65594,102,65492,83683
1051,55001,1260,177949,0,177949,179209
1052,55002,272327,25273,25273,0,297600
1053,55003,42944,1038,1038,0,43982
1054,55004,226037,326,326,0,226363
1055,55005,120822,95970,3106,92864,216792
1056,55006,82946,6605,6605,0,89551
1057,55007,167645,3197,1335,1862,170842
1058,55008,310700,30036,11773,18263,340736
1059,55009,59562,9145,2086,7059,68707
1060,55010,760011,51162,39440,11722,811173
1061,55011,50139,5494,126,5368,55633
1062,55012,144342,935,935,0,145277
1063,55013,87626,6998,6998,0,94624
1064,55014,46939,4730,4730,0,51669
1065,56001,526041,901172,55205,845967,1427213
1066,56002,41642,2298,2298,0,43940
1067,57001,953508,467593,112415,355178,1421101
1068,57002,2281,3226,0,3226,5507
1069,58001,190882,20023,20023,0,210905
1070,58002,32463,3520,3520,0,35983
1071,58003,126695,20827,20827,0,147522
1072,58004,47790,5299,5299,0,53089
1073,59001,49071,163184,99,163085,212255
1074,59002,98808,438585,4619,433966,537393
1075,59003,473543,45303,45303,0,518846
1076,59004,467463,1043841,16023,1027818,1511304
1077,59005,2678,651,0,651,3329
1078,59006,1139,549,0,549,1688
1079,59007,2325,1198,0,1198,3523
1080,60001,537768,46758,46758,0,584526
1081,60002,482106,49428,49428,0,531534
1082,60003,27624,1014,1014,0,28638
1083,60004,155778,11793,11793,0,167571
1084,61001,485131,1736092,70112,1665980,2221223
1085,61002,25449,122296,1733,120563,147745
1086,61003,2699,8014,0,8014,10713
1087,61004,3702,3839,0,3839,7541
1088,61005,16826,31441,1270,30171,48267
1089,62001,154417,10779,10779,0,165196
1090,62002,160787,21094,21094,0,181881
1091,62003,16897,95,95,0,16992
1092,62004,114897,24898,24898,0,139795
1093,62005,56743,536,536,0,57279
1094,62006,12442,75,75,0,12517
1095,62007,74002,7805,7805,0,81807
1096,62008,42271,17105,17105,0,59376
1097,63001,706176,628482,16959,611523,1334658
1098,63002,120132,741919,7024,734895,862051
1099,63003,176372,49331,43788,5543,225703
1100,63004,23599,99150,2374,96776,122749
1101,63005,5621,12043,90,11953,17664
1102,63006,150169,492728,7053,485675,642897
1103,63007,53064,9158,9158,0,62222
1104,63008,8072,29927,0,29927,37999
1105,63009,30450,67784,249,67535,98234
1106,63010,10602,40013,341,39672,50615
1107,63011,51980,11321,286,11035,63301
1108,63012,1875,8734,0,8734,10609
1109,63013,48944,194988,568,194420,243932
1110,63014,368051,107206,49158,58048,475257
1111,63015,65357,13410,13410,0,78767
1112,63016,4291,32533,0,32533,36824
1113,63017,338578,52460,52161,299,391038
1114,63018,223151,183360,54685,128675,406511
1115,63019,18666,61,61,0,18727
1116,63020,46481,150081,1006,149075,196562
1117,63021,17805,35246,77,35169,53051
1118,63022,631,409,0,409,1040
1119,63023,70979,302019,4757,297262,372998
1120,63024,66864,197447,1600,195847,264311
1121,63025,35148,33562,1621,31941,68710
1122,63026,26617,2705,2705,0,29322
1123,63027,51851,3729,166,3563,55580
1124,63028,16968,88,88,0,17056
1125,63029,43158,508,508,0,43666
1126,63030,48614,95086,1423,93663,143700
1127,63031,8677,0,0,0,8677
1128,64001,159493,27597,27597,0,187090
1129,64002,144719,18558,18558,0,163277
1130,64003,498983,82019,82019,0,581002
1131,64004,297498,52052,52052,0,349550
1132,65001,75887,135275,2925,132350,211162
1133,65002,72239,15858,301,15557,88097
1134,65003,58862,68524,1372,67152,127386
1135,65004,18349,10731,128,10603,29080
1136,65005,146019,217162,1646,215516,363181
1137,65006,3706,27630,0,27630,31336
1138,65007,124853,42215,3913,38302,167068
1139,65008,27649,11911,0,11911,39560
1140,65009,12550,5108,295,4813,17658
1141,65010,14139,12031,0,12031,26170
1142,65011,79927,61521,3317,58204,141448
1143,65012,36017,1428,306,1122,37445
1144,66001,81867,614546,3803,610743,696413
1145,66002,13417,14785,380,14405,28202
1146,66003,54203,32539,2745,29794,86742
1147,66004,63040,29516,7657,21859,92556
1148,66005,14158,1834,1834,0,15992
1149,67001,16600,15784,1861,13923,32384
1150,67002,288640,17859,1637,16222,306499
1151,67003,112220,10708,2788,7920,122928
1152,67004,2298,3786,318,3468,6084
1153,67005,9975,1457,731,726,11432
1154,67006,22156,0,0,0,22156
1155,67007,37296,15,15,0,37311
1156,67008,33916,107,107,0,34023
1157,68001,157123,12054,2151,9903,169177
1158,68002,9201,697,697,0,9898
1159,68003,4803,5296,5296,0,10099
1160,69001,123268,102024,3995,98029,225292
1161,69002,135240,2148,2148,0,137388
1162,69003,210254,235762,6998,228764,446016
1163,69004,4013,7517,0,7517,11530
1164,69005,23017,5614,5614,0,28631
1165,69006,3433,7203,1626,5577,10636
1166,69007,54160,3088,1920,1168,57248
1167,69008,3005,3737,970,2767,6742
1168,69009,254,15414,15414,0,15668
1169,69010,28022,12570,12570,0,40592
1170,69011,78442,3528,1398,2130,81970
1171,69012,49027,46283,2699,43584,95310
1172,69013,35952,11771,632,11139,47723
1173,69014,217,34281,6262,28019,34498
1174,69015,79567,20253,7683,12570,99820
1175,69016,28878,1404,585,819,30282
1176,70001,31895,56063,0,56063,87958
1177,70002,37761,86708,116,86592,124469
1178,70003,336950,14853,5761,9092,351803
1179,70004,4845,72235,0,72235,77080
1180,70005,18526,118,118,0,18644
1181,70006,38619,476,476,0,39095
1182,70007,97612,2060,706,1354,99672
1183,70008,61432,29512,0,29512,90944
1184,70009,204824,842,842,0,205666
1185,70010,208108,1444,1444,0,209552
1186,71001,386338,806808,22184,784624,1193146
1187,71002,310118,24794,4935,19859,334912
1188,71003,11744,377429,0,377429,389173
1189,71004,97921,289342,6163,283179,387263
1190,71005,14501,25891,0,25891,40392
1191,71006,6365,7944,0,7944,14309
1192,71007,2277,6816,0,6816,9093
1193,71008,16982,38515,1150,37365,55497
1194,71009,14788,19050,113,18937,33838
1195,72001,560557,179648,87889,91759,740205
1196,72002,8992,55636,0,55636,64628
1197,72003,2224,3141,0,3141,5365
1198,72004,11561,35915,264,35651,47476
1199,73001,54899,59149,274,58875,114048
1200,73002,139567,756367,6942,749425,895934
1201,73003,46625,5314,0,5314,51939
1202,73004,58270,459215,3788,455427,517485
1203,73005,54273,351328,4476,346852,405601
1204,73006,27408,14807,7393,7414,42215
1205,73007,76434,407096,520,406576,483530
1206,73008,148810,442027,5075,436952,590837
1207,73009,89064,65753,3593,62160,154817
1208,73010,1638,1063,0,1063,2701
1209,73011,142866,26060,8931,17129,168926
1210,73012,354341,1005256,15979,989277,1359597
1211,73013,39798,56677,1544,55133,96475
1212,73014,56782,4643,4643,0,61425
1213,73015,16790,7896,207,7689,24686
1214,73016,30752,270083,580,269503,300835
1215,73017,109344,213165,3452,209713,322509
1216,73018,21786,11732,0,11732,33518
1217,73019,562756,1032903,35137,997766,1595659
1218,74001,266343,23419,23419,0,289762
1219,75001,33089,458968,29,458939,492057
1220,75002,965377,70315,2548,67767,1035692
1221,75003,3690,0,0,0,3690
1222,75004,619109,125387,9633,115754,744496
1223,75005,4795,0,0,0,4795
1224,75006,24326,0,0,0,24326
1225,75007,17507,0,0,0,17507
1226,75008,20686,0,0,0,20686
1227,75009,26135,59584,526,59058,85719
1228,75010,4302,0,0,0,4302
1229,75011,135852,10490,920,9570,146342
1230,75012,12627,100962,80,100882,113589
1231,75013,224165,11471,3597,7874,235636
